SLC,Salt Lake City International Airport,-111.9779968,40.78839874
SMF,Sacramento International Airport,-121.5910034,38.69540024
SNA,John Wayne Airport-Orange County Airport,-117.8679962,33.67570114
SNN,Shannon Airport,-8.92482,52.702
SOF,Sofia Airport,23.41143608,42.69669342
SOQ,Dominique Edward Osok Airport,131.287,-0.894
SOU,Southampton Airport,-1.35679996,50.95029831
SPC,La Palma Airport,-17.7556,28.626499
SPI,Abraham Lincoln Capital Airport,-89.67790222,39.84410095
SPS,Sheppard Air Force Base-Wichita Falls Municipal Airport,-98.491898,33.9888
SRQ,Sarasota Bradenton International Airport,-82.55439758,27.39539909
SSA,Deputado Luiz Eduardo Magalhaes International Airport,-38.32249832,-12.9086113
SSC,Shaw Air Force Base,-80.47059631,33.97269821
STL,St Louis Lambert International Airport,-90.370003,38.748697
STN,London Stansted Airport,0.234999999,51.88499832
STR,Stuttgart Airport,9.221960068,48.68989944
SUB,Juanda International Airport,112.7870026,-7.379829884
SUS,Spirit of St Louis Airport,-90.65200043,38.66210175
SUU,Travis Air Force Base,-121.927002,38.26269913
SUX,Sioux Gateway Col. Bud Day Field,-96.38439941,42.40259933
SVG,Stavanger Airport Sola,5.63778019,58.87670135
SVO,Sheremetyevo International Airport,37.4146,55.972599
SVX,Koltsovo Airport,60.80270004,56.74309921
SXF,Berlin-Schonefeld Airport,13.5225,52.380001
SXM,Princess Juliana International Airport,-63.10889816,18.04100037
SYD,Sydney Kingsford Smith International Airport,151.177002,-33.94609833
SYR,Syracuse Hancock International Airport,-76.10630035,43.11119843
SYX,Sanya Phoenix International Airport,109.4120026,18.30290031
SYZ,Shiraz Shahid Dastghaib International Airport,52.58980179,29.53919983
SZL,Whiteman Air Force Base,-93.54789734,38.7303009
SZX,Shenzhen Bao'an International Airport,113.810997,22.63929939
TAS,Tashkent International Airport,69.28119659,41.25790024
TBS,Tbilisi International Airport,44.95470047,41.6692009
TBZ,Tabriz International Airport,46.23500061,38.13389969
TCM,McChord Air Force Base,-122.4759979,47.13769913
TER,Lajes Airport,-27.090799,38.761799
TFN,Tenerife Norte Airport,-16.34149933,28.48270035
TFS,Tenerife South Airport,-16.57250023,28.04450035
TGD,Podgorica Airport,19.2519,42.359402
THR,Mehrabad International Airport,51.31340027,35.68920135
TIA,Tirana International Airport Mother Teresa,19.72060013,41.41469955
TIJ,General Abelardo L. Rodriguez International Airport,-116.9700012,32.54109955
TIK,Tinker Air Force Base,-97.38659668,35.41469955
TIP,Tripoli International Airport,13.1590004,32.66350174
TLH,Tallahassee Regional Airport,-84.35030365,30.39649963
TLL,Lennart Meri Tallinn Airport,24.83279991,59.41329956
TLS,Toulouse-Blagnac Airport,1.36382,43.629101
TLV,Ben Gurion International Airport,34.88669968,32.01139832
TNA,Yaoqiang Airport,117.2160034,36.85720062
TNR,Ivato Airport,47.478802,-18.7969
TOL,Toledo Express Airport,-83.80780029,41.58679962
TOS,Tromso Airport,18.91889954,69.6832962
TPA,Tampa International Airport,-82.53320313,27.97550011
TPE,Taiwan Taoyuan International Airport,121.233002,25.0777
TRD,Trondheim Airport,10.9239998,63.4578018
TRI,Tri-Cities Regional TN/VA Airport,-82.407401,36.475201
TRN,Turin Airport,7.64963,45.200802
TRV,Trivandrum International Airport,76.92009735,8.48211956
TSE,Astana International Airport,71.46690369,51.02220154
TSF,Treviso-Sant'Angelo Airport,12.1944,45.648399
TSN,Tianjin Binhai International Airport,117.3460007,39.12440109
TUL,Tulsa International Airport,-95.88809967,36.19839859
TUN,Tunis Carthage International Airport,10.22719955,36.85100174
TUS,Tucson International Airport,-110.9410019,32.11610031
TXL,Berlin-Tegel Airport,13.2877,52.5597
TYN,Taiyuan Wusu Airport,112.6279984,37.74689865
TYS,McGhee Tyson Airport,-83.9940033,35.81100082
TZX,Trabzon International Airport,39.78969955,40.99509811
UFA,Ufa International Airport,55.87440109,54.55749893
UIO,Mariscal Sucre International Airport,-78.3575,-0.129166667
ULN,Chinggis Khaan International Airport,106.766998,47.843102
UPG,Hasanuddin International Airport,119.5540009,-5.061629772
URC,Urumqi Diwopu International Airport,87.47419739,43.90710068
VAR,Varna Airport,27.8251,43.232101
VBG,Vandenberg Air Force Base,-120.5839996,34.73730087
VCE,Venice Marco Polo Airport,12.3519,45.505299
VDA,Ovda International Airport,34.93579865,29.94029999
VIE,Vienna International Airport,16.56970024,48.11029816
VKO,Vnukovo International Airport,37.26150131,55.59149933
VNO,Vilnius International Airport,25.285801,54.634102
VPS,Destin-Ft Walton Beach Airport,-86.525398,30.4832
VRA,Juan Gualberto Gomez International Airport,-81.43530273,23.03440094
VRN,Verona Villafranca Airport,10.8885,45.395699
VVI,Viru Viru International Airport,-63.135399,-17.6448
WAW,Warsaw Chopin Airport,20.96710014,52.16569901
WDH,Hosea Kutako International Airport,17.4709,-22.4799
WLG,Wellington International Airport,174.8049927,-41.32720184
WMI,Modlin Airport,20.6518,52.451099
WNZ,Wenzhou Longwan International Airport,120.851997,27.912201
WRB,Robins Air Force Base,-83.59190369,32.64009857
WRO,Copernicus Wroclaw Airport,16.88579941,51.10269928
WUH,Wuhan Tianhe International Airport,114.208,30.7838
XIY,Xi'an Xianyang International Airport,108.751999,34.447102
XMN,Xiamen Gaoqi International Airport,118.1279984,24.54400063
YEG,Edmonton International Airport,-113.5800018,53.30970001
YHZ,Halifax / Stanfield International Airport,-63.50859833,44.88079834
YOW,Ottawa Macdonald-Cartier International Airport,-75.66919708,45.32249832
YUL,Montreal / Pierre Elliott Trudeau International Airport,-73.74079895,45.47060013
YVR,Vancouver International Airport,-123.1839981,49.19390106
YWG,Winnipeg / James Armstrong Richardson International Airport,-97.23989868,49.90999985
YYC,Calgary International Airport,-114.0199966,51.11389923
YYJ,Victoria International Airport,-123.4260025,48.64690018
YYT,St. John's International Airport,-52.75189972,47.61859894
YYZ,Lester B. Pearson International Airport,-79.63059998,43.67720032
ZAG,Zagreb Airport,16.06879997,45.74290085
ZIA,Zhukovsky International Airport,38.150002,55.553299
ZNZ,Abeid Amani Karume International Airport,39.224899,-6.22202
ZRH,Zurich Airport,8.54917,47.464699
